Suhu Udara (°C),Tekanan Udara Area Pit (hPa),Kelembapan Jalur Hauling (%),Kecepatan Angin (m/s),Curah Hujan (mm),Kepadatan Dump Truck (Unit/Jam),Indeks Aktivitas Blasting (Ppm),Debu_1_Jam_Lalu,Debu_2_Jam_Lalu,Tren_Suhu_3Jam,Tren_Truk_3Jam
1.4,1023.0,-18.6,2.9,0.0,600.0,8.0,13.0,13.0,0.733333333333334,633.3333333333334
0.9,1025.0,-19.0,1.7,0.0,600.0,8.0,9.0,13.0,0.6333333333333341,633.3333333333334
1.3,1023.0,-19.3,2.3,0.0,500.0,24.0,9.0,9.0,1.2000000000000006,566.6666666666666
0.8,1028.0,-19.7,1.4,0.0,500.0,22.0,9.0,9.0,1.0000000000000007,533.3333333333334
0.6,1027.0,-19.3,2.3,0.0,500.0,12.0,7.0,9.0,0.9000000000000007,500.0
-0.1,1027.0,-19.3,1.5,0.0,500.0,14.0,12.0,7.0,0.43333333333333396,500.0
-0.3,1024.0,-19.5,2.3,0.0,400.0,12.0,11.0,12.0,0.06666666666666725,466.6666666666667
-0.3,1026.0,-19.0,2.1,0.0,400.0,13.0,9.0,11.0,-0.23333333333333273,433.3333333333333
-0.2,1022.0,-19.4,1.8,0.0,400.0,17.0,9.0,9.0,-0.2666666666666661,400.0
-3.1,1025.0,-18.3,0.4,0.0,500.0,16.0,13.0,9.0,-1.1999999999999995,433.3333333333333
-3.9,1028.0,-13.1,0.7,0.0,500.0,16.0,17.0,13.0,-2.3999999999999995,466.6666666666667
-1.5,1025.0,-13.7,0.8,0.0,1200.0,33.0,17.0,17.0,-2.8333333333333326,733.3333333333334
2.3,1028.0,-17.3,1.2,0.0,1100.0,34.0,29.0,17.0,-1.033333333333333,933.3333333333334
2.6,1030.0,-17.0,1.9,0.0,1100.0,29.0,30.0,29.0,1.133333333333334,1133.3333333333333
3.7,1028.0,-17.9,3.0,0.0,900.0,21.0,43.0,30.0,2.866666666666667,1033.3333333333333
4.4,1026.0,-17.9,3.0,0.0,600.0,22.0,32.0,43.0,3.5666666666666678,866.6666666666666
4.7,1026.0,-18.3,3.0,0.0,700.0,17.0,26.0,32.0,4.2666666666666675,733.3333333333334
5.0,1030.0,-17.4,2.2,0.0,800.0,24.0,27.0,26.0,4.7,700.0
3.9,1027.0,-17.1,3.2,0.0,900.0,21.0,40.0,27.0,4.533333333333334,800.0
1.9,1027.0,-15.6,1.1,0.0,1300.0,23.0,44.0,40.0,3.6,1000.0
1.7,1028.0,-14.9,2.2,0.0,1600.0,27.0,69.0,44.0,2.5000000000000004,1266.6666666666667
-0.2,1029.0,-14.2,1.8,0.0,1500.0,28.0,89.0,69.0,1.133333333333334,1466.6666666666667
-0.8,1027.0,-14.7,1.7,0.0,1500.0,31.0,86.0,89.0,0.23333333333333392,1533.3333333333333
-1.6,1029.0,-14.1,0.9,0.0,1400.0,35.0,92.0,86.0,-0.8666666666666661,1466.6666666666667
-3.6,1032.0,-14.1,0.6,0.0,1600.0,38.0,81.0,92.0,-1.9999999999999993,1500.0
-4.6,1032.0,-12.5,0.0,0.0,2200.0,45.0,90.0,81.0,-3.2666666666666657,1733.3333333333333
-2.5,1031.0,-14.0,1.2,0.0,3400.0,60.0,101.0,90.0,-3.5666666666666664,2400.0
-3.3,1033.0,-13.6,1.3,0.0,4400.0,91.0,125.0,101.0,-3.4666666666666663,3333.3333333333335
-3.6,1031.0,-13.3,0.8,0.0,4400.0,91.0,161.0,125.0,-3.133333333333333,4066.6666666666665
-5.8,1031.0,-11.5,0.6,0.0,4400.0,91.0,161.0,161.0,-4.2333333333333325,4400.0
-7.0,1032.0,-10.7,0.6,0.0,2400.0,60.0,161.0,161.0,-5.466666666666666,3733.3333333333335
-8.1,1030.0,-11.4,0.5,0.0,2300.0,52.0,94.0,161.0,-6.966666666666666,3033.3333333333335
-5.9,1028.0,-12.0,0.8,0.0,1300.0,27.0,93.0,94.0,-7.0,2000.0
-2.7,1027.0,-14.2,1.6,0.0,1600.0,30.0,53.0,93.0,-5.566666666666666,1733.3333333333333
-4.6,1028.0,-12.7,1.4,0.0,1400.0,39.0,59.0,53.0,-4.3999999999999995,1433.3333333333333
-2.3,1029.0,-15.0,1.0,0.0,2000.0,41.0,43.0,59.0,-3.1999999999999993,1666.6666666666667
1.4,1032.0,-15.2,1.9,0.0,1500.0,31.0,67.0,43.0,-1.8333333333333328,1633.3333333333333
2.7,1033.0,-17.0,1.6,0.0,1200.0,36.0,56.0,67.0,0.6000000000000006,1566.6666666666667
4.2,1033.0,-16.8,1.5,0.0,1200.0,46.0,45.0,56.0,2.766666666666667,1300.0
5.7,1028.0,-18.2,0.6,0.0,1200.0,53.0,48.0,45.0,4.2,1200.0
7.0,1028.0,-16.5,1.1,0.0,1200.0,62.0,49.0,48.0,5.633333333333334,1200.0
6.9,1030.0,-17.3,2.7,0.0,1000.0,52.0,57.0,49.0,6.533333333333334,1133.3333333333333
4.9,1030.0,-16.2,3.1,0.0,1000.0,50.0,46.0,57.0,6.266666666666668,1066.6666666666667
3.4,1033.0,-15.3,2.8,0.0,1700.0,58.0,45.0,46.0,5.066666666666667,1233.3333333333333
2.4,1032.0,-14.3,2.2,0.0,2500.0,68.0,71.0,45.0,3.566666666666667,1733.3333333333333
1.9,1029.0,-13.9,2.7,0.0,2500.0,66.0,121.0,71.0,2.566666666666667,2233.3333333333335
0.7,1030.0,-13.0,1.2,0.0,2300.0,66.0,135.0,121.0,1.666666666666667,2433.3333333333335
-0.8,1029.0,-12.1,0.6,0.0,2100.0,59.0,124.0,135.0,0.6000000000000005,2300.0
-1.1,1027.0,-7.5,1.1,0.0,1900.0,59.0,119.0,124.0,-0.39999999999999947,2100.0
-1.1,1027.0,-8.5,0.5,0.0,2000.0,61.0,107.0,119.0,-0.9999999999999994,2000.0
-1.8,1030.0,-9.2,0.7,0.0,2700.0,75.0,102.0,107.0,-1.3333333333333328,2200.0
-1.3,1033.0,-12.0,0.8,0.0,5300.0,115.0,119.0,102.0,-1.3999999999999995,3333.3333333333335
-1.4,1033.0,-11.8,1.3,0.0,5600.0,62.0,225.0,119.0,-1.4999999999999993,4533.333333333333
-0.7,1032.0,-12.0,1.6,0.0,4700.0,59.0,252.0,225.0,-1.1333333333333326,5200.0
-1.3,1026.0,-12.6,1.3,0.0,5300.0,76.0,266.0,252.0,-1.1333333333333326,5200.0
-2.3,1026.0,-11.8,1.4,0.0,5900.0,85.0,273.0,266.0,-1.4333333333333327,5300.0
1.8,1029.0,-15.3,2.5,0.0,5600.0,108.0,253.0,273.0,-0.5999999999999993,5600.0
1.4,1025.0,-15.2,2.1,0.0,1200.0,25.0,236.0,253.0,0.30000000000000066,4233.333333333333
0.7,1030.0,-14.9,5.2,0.0,600.0,8.0,64.0,236.0,1.3000000000000007,2466.6666666666665
1.2,1027.0,-14.9,3.3,0.0,400.0,10.0,13.0,64.0,1.1000000000000008,733.3333333333334
2.2,1026.0,-15.8,5.7,0.0,400.0,8.0,13.0,13.0,1.3666666666666674,466.6666666666667
2.8,1030.0,-16.9,4.0,0.0,300.0,6.0,8.0,13.0,2.0666666666666673,366.6666666666667
2.4,1031.0,-17.8,8.4,0.0,300.0,5.0,12.0,8.0,2.4666666666666672,333.3333333333333
2.3,1023.0,-17.8,4.4,0.0,300.0,2.0,8.0,12.0,2.5000000000000004,300.0
2.1,1027.0,-19.2,7.6,0.0,300.0,2.0,12.0,8.0,2.266666666666667,300.0
1.5,1028.0,-19.1,3.7,0.0,300.0,2.0,6.0,12.0,1.9666666666666675,300.0
0.2,1028.0,-20.2,6.3,0.0,300.0,2.0,6.0,6.0,1.2666666666666675,300.0
-1.4,1024.0,-20.4,4.3,0.0,400.0,2.0,6.0,6.0,0.10000000000000075,333.3333333333333
-2.2,1029.0,-20.6,3.7,0.0,400.0,2.0,6.0,6.0,-1.1333333333333326,366.6666666666667
-2.9,1026.0,-21.2,5.4,0.0,400.0,2.0,8.0,6.0,-2.166666666666666,400.0
-3.3,1028.0,-21.0,4.5,0.0,400.0,2.0,6.0,8.0,-2.799999999999999,400.0
-3.7,1022.0,-20.9,4.8,0.0,400.0,2.0,7.0,6.0,-3.299999999999999,400.0
-4.1,1023.0,-20.8,1.7,0.0,400.0,2.0,6.0,7.0,-3.699999999999999,400.0
-4.0,1027.0,-21.2,2.3,0.0,400.0,2.0,12.0,6.0,-3.9333333333333322,400.0
-4.0,1024.0,-20.7,4.6,0.0,400.0,2.0,6.0,12.0,-4.033333333333332,400.0
-3.9,1027.0,-19.8,3.6,0.0,400.0,2.0,13.0,6.0,-3.9666666666666655,400.0
-4.0,1022.0,-19.5,3.6,0.0,400.0,2.0,8.0,13.0,-3.9666666666666655,400.0
-3.8,1021.0,-18.9,3.8,0.0,400.0,2.0,9.0,8.0,-3.8999999999999986,400.0
-3.6,1021.0,-19.5,4.0,0.0,400.0,2.0,7.0,9.0,-3.7999999999999985,400.0
-3.7,1018.0,-20.0,2.7,0.0,400.0,2.0,7.0,7.0,-3.699999999999999,400.0
-3.6,1021.0,-20.4,3.2,0.0,400.0,2.0,5.0,7.0,-3.6333333333333324,400.0
-3.9,1016.0,-20.2,2.7,0.0,400.0,4.0,8.0,5.0,-3.733333333333332,400.0
-3.9,1017.0,-19.8,5.7,0.0,400.0,2.0,8.0,8.0,-3.799999999999999,400.0
-3.1,1018.0,-19.5,3.6,0.0,400.0,3.0,10.0,8.0,-3.6333333333333324,400.0
-2.1,1021.0,-20.5,4.6,0.0,400.0,2.0,5.0,10.0,-3.033333333333332,400.0
-1.8,1019.0,-20.8,6.4,0.0,400.0,2.0,12.0,5.0,-2.333333333333332,400.0
-1.3,1018.0,-20.9,5.2,0.0,400.0,2.0,6.0,12.0,-1.7333333333333323,400.0
-1.0,1022.0,-21.8,6.5,0.0,400.0,2.0,8.0,6.0,-1.3666666666666654,400.0
-1.2,1018.0,-21.4,6.1,0.0,400.0,2.0,11.0,8.0,-1.1666666666666654,400.0
-0.8,1021.0,-21.6,4.5,0.0,400.0,2.0,11.0,11.0,-0.9999999999999988,400.0
-0.5,1018.0,-21.4,3.5,0.0,400.0,2.0,11.0,11.0,-0.8333333333333321,400.0
-1.1,1018.0,-20.7,5.1,0.0,400.0,2.0,11.0,11.0,-0.7999999999999989,400.0
-1.1,1016.0,-20.7,3.9,0.0,400.0,2.0,11.0,11.0,-0.8999999999999989,400.0
-1.1,1020.0,-21.3,6.3,0.0,400.0,2.0,11.0,11.0,-1.1,400.0
-1.3,1018.0,-20.3,4.0,0.0,400.0,15.0,12.0,11.0,-1.1666666666666654,400.0
-1.3,1017.0,-19.8,5.5,0.0,400.0,15.0,6.0,12.0,-1.2333333333333323,400.0
-1.1,1020.0,-18.7,4.9,0.0,400.0,21.0,7.0,6.0,-1.2333333333333323,400.0
-1.0,1016.0,-18.1,4.0,0.0,400.0,19.0,8.0,7.0,-1.1333333333333322,400.0
-1.0,1020.0,-18.1,3.7,0.0,400.0,25.0,11.0,8.0,-1.033333333333332,400.0
-0.4,1017.0,-18.1,4.1,0.0,400.0,25.0,9.0,11.0,-0.7999999999999988,400.0
-0.5,1018.0,-17.7,1.0,0.0,300.0,16.0,10.0,9.0,-0.6333333333333321,366.6666666666667
-3.1,1018.0,-18.7,2.7,0.0,400.0,16.0,6.0,10.0,-1.3333333333333321,366.6666666666667
-2.9,1018.0,-19.3,1.9,0.0,800.0,27.0,4.0,6.0,-2.1666666666666656,500.0
-3.7,1017.0,-19.2,1.5,0.0,900.0,18.0,34.0,4.0,-3.233333333333332,700.0
-4.1,1017.0,-19.1,1.0,0.0,1000.0,23.0,31.0,34.0,-3.566666666666665,900.0
-4.5,1019.0,-18.0,1.4,0.0,1200.0,29.0,37.0,31.0,-4.099999999999999,1033.3333333333333
-6.1,1015.0,-16.7,0.9,0.0,1500.0,33.0,44.0,37.0,-4.899999999999999,1233.3333333333333
-3.1,1020.0,-17.1,1.3,0.0,1700.0,36.0,65.0,44.0,-4.5666666666666655,1466.6666666666667
-0.8,1021.0,-16.7,1.0,0.0,1700.0,36.0,74.0,65.0,-3.3333333333333317,1633.3333333333333
1.0,1017.0,-15.5,1.5,0.0,1700.0,36.0,74.0,74.0,-0.9666666666666656,1700.0
2.3,1019.0,-14.8,0.9,0.0,1700.0,36.0,74.0,74.0,0.8333333333333344,1700.0
2.7,1023.7,-16.4,1.8,0.0,1700.0,36.0,74.0,74.0,2.0000000000000013,1700.0
5.0,1016.0,-15.6,2.2,0.0,1700.0,36.0,74.0,74.0,3.3333333333333344,1700.0
5.4,1020.0,-15.2,1.9,0.0,1700.0,36.0,74.0,74.0,4.366666666666668,1700.0
4.8,1018.0,-14.6,1.8,0.0,1700.0,36.0,74.0,74.0,5.066666666666668,1700.0
3.0,1016.0,-14.2,1.1,0.0,1700.0,36.0,74.0,74.0,4.400000000000001,1700.0
-0.9,1016.0,-12.2,0.5,0.0,1700.0,36.0,74.0,74.0,2.300000000000001,1700.0
0.2,1016.0,-13.5,1.5,0.0,1700.0,36.0,74.0,74.0,0.7666666666666678,1700.0
0.1,1021.0,-14.7,1.4,0.0,1700.0,36.0,74.0,74.0,-0.19999999999999882,1700.0
-0.8,1019.0,-14.4,1.2,0.0,1700.0,36.0,74.0,74.0,-0.1666666666666655,1700.0
-1.9,1023.0,-13.4,0.8,0.0,1700.0,36.0,74.0,74.0,-0.8666666666666654,1700.0
-3.6,1022.0,-11.8,0.4,0.0,1700.0,36.0,74.0,74.0,-2.099999999999999,1700.0
-2.9,1023.0,-13.5,1.1,0.0,1700.0,36.0,74.0,74.0,-2.799999999999999,1700.0
-3.9,1020.0,-12.3,0.7,0.0,1700.0,36.0,74.0,74.0,-3.4666666666666655,1700.0
-4.6,1020.0,-12.1,0.8,0.0,1700.0,36.0,74.0,74.0,-3.799999999999999,1700.0
-5.3,1021.0,-11.4,0.8,0.0,1700.0,36.0,74.0,74.0,-4.599999999999999,1700.0
-4.4,1018.0,-12.1,1.5,0.0,1700.0,36.0,74.0,74.0,-4.766666666666666,1700.0
-5.4,1017.0,-12.2,0.5,0.0,1700.0,36.0,74.0,74.0,-5.033333333333332,1700.0
-5.7,1017.0,-11.2,1.0,0.0,1700.0,36.0,74.0,74.0,-5.166666666666666,1700.0
-6.3,1021.0,-11.4,0.8,0.0,1700.0,36.0,74.0,74.0,-5.8,1700.0
-6.6,1022.0,-10.5,0.9,0.0,1700.0,36.0,74.0,74.0,-6.199999999999999,1700.0
-3.6,1023.0,-11.3,1.1,0.0,1700.0,36.0,74.0,74.0,-5.499999999999999,1700.0
-0.8,1022.0,-9.7,2.0,0.0,1700.0,36.0,74.0,74.0,-3.6666666666666656,1700.0
0.4,1023.0,-8.1,2.4,0.0,1700.0,36.0,74.0,74.0,-1.3333333333333324,1700.0
1.2,1025.0,-7.6,1.1,0.0,1700.0,36.0,74.0,74.0,0.2666666666666675,1700.0
0.6,1023.6,-8.4,2.1,0.0,1700.0,36.0,74.0,74.0,0.7333333333333342,1700.0
2.8,1024.0,-7.1,1.2,0.0,1700.0,36.0,74.0,74.0,1.533333333333334,1700.0
2.9,1022.0,-7.1,1.5,0.0,1700.0,36.0,74.0,74.0,2.100000000000001,1700.0
2.0,1025.0,-6.8,0.8,0.0,1700.0,36.0,74.0,74.0,2.5666666666666678,1700.0
0.5,1027.0,-6.8,1.0,0.0,1700.0,36.0,74.0,74.0,1.8000000000000007,1700.0
0.2,1023.0,-6.4,1.5,0.0,1700.0,36.0,74.0,74.0,0.9000000000000008,1700.0
-0.2,1024.0,-6.0,0.6,0.0,1700.0,36.0,74.0,74.0,0.1666666666666674,1700.0
-1.7,1029.0,-6.1,0.6,0.0,1700.0,36.0,74.0,74.0,-0.5666666666666659,1700.0
-2.6,1028.0,-6.4,0.9,0.0,1700.0,36.0,74.0,74.0,-1.4999999999999993,1700.0
-0.6,1028.0,-7.4,1.7,0.0,1700.0,36.0,74.0,74.0,-1.6333333333333326,1700.0
-1.3,1025.0,-7.4,0.9,0.0,1700.0,36.0,74.0,74.0,-1.4999999999999993,1700.0
-2.7,1026.0,-8.0,0.7,0.0,1700.0,36.0,74.0,74.0,-1.5333333333333325,1700.0
-4.2,1025.0,-8.1,1.0,0.0,1700.0,36.0,74.0,74.0,-2.7333333333333325,1700.0
-3.3,1030.0,-7.6,0.9,0.0,1700.0,36.0,74.0,74.0,-3.4,1700.0
-3.0,1025.0,-7.7,1.1,0.0,1700.0,36.0,74.0,74.0,-3.4999999999999996,1700.0
-4.0,1024.0,-8.1,0.4,0.0,1700.0,36.0,74.0,74.0,-3.4333333333333322,1700.0
-2.8,1028.0,-9.5,1.1,0.0,1700.0,36.0,74.0,74.0,-3.2666666666666657,1700.0
1.6,1025.0,-14.6,2.0,0.0,1700.0,36.0,74.0,74.0,-1.7333333333333325,1700.0
1.8,1026.0,-14.4,3.0,0.0,1700.0,36.0,74.0,74.0,0.2000000000000007,1700.0
1.7,1024.0,-13.7,2.4,0.0,1700.0,36.0,74.0,74.0,1.7000000000000008,1700.0
3.1,1023.0,-13.7,5.2,0.0,1700.0,36.0,74.0,74.0,2.2000000000000006,1700.0
4.0,1024.0,-13.8,4.3,0.0,1700.0,36.0,74.0,74.0,2.9333333333333336,1700.0
4.3,1025.0,-14.0,4.4,0.0,1700.0,36.0,74.0,74.0,3.8000000000000007,1700.0
4.3,1023.0,-14.0,5.9,0.0,1700.0,36.0,74.0,74.0,4.2,1700.0
4.9,1025.0,-14.0,5.4,0.0,1700.0,36.0,74.0,74.0,4.500000000000001,1700.0
5.2,1026.0,-14.8,6.1,0.0,1700.0,36.0,74.0,74.0,4.800000000000001,1700.0
4.8,1027.0,-15.2,4.4,0.0,1700.0,36.0,74.0,74.0,4.966666666666668,1700.0
3.5,1027.0,-15.2,5.3,0.0,1700.0,36.0,74.0,74.0,4.500000000000001,1700.0
2.0,1023.0,-17.0,4.8,0.0,1700.0,36.0,74.0,74.0,3.4333333333333336,1700.0
0.9,1026.0,-18.0,2.2,0.0,1700.0,36.0,74.0,74.0,2.133333333333334,1700.0
0.2,1023.0,-17.1,3.4,0.0,1700.0,36.0,74.0,74.0,1.0333333333333339,1700.0
-0.7,1023.0,-17.4,2.1,0.0,1700.0,36.0,74.0,74.0,0.13333333333333397,1700.0
-1.6,1025.0,-17.4,2.5,0.0,1700.0,36.0,74.0,74.0,-0.6999999999999994,1700.0
-1.5,1027.0,-18.1,3.0,0.0,1700.0,36.0,74.0,74.0,-1.2666666666666662,1700.0
-2.0,1027.0,-18.1,2.5,0.0,1700.0,36.0,74.0,74.0,-1.6999999999999993,1700.0
-2.6,1023.0,-17.8,1.9,0.0,1700.0,36.0,74.0,74.0,-2.0333333333333328,1700.0
-3.3,1028.0,-17.7,1.1,0.0,1700.0,36.0,74.0,74.0,-2.633333333333333,1700.0
-3.8,1027.0,-18.5,2.4,0.0,1700.0,36.0,74.0,74.0,-3.2333333333333325,1700.0
-3.9,1028.0,-18.6,2.0,0.0,1700.0,36.0,74.0,74.0,-3.666666666666666,1700.0
-4.0,1024.0,-18.7,1.7,0.0,1700.0,36.0,74.0,74.0,-3.899999999999999,1700.0
-4.8,1028.0,-19.0,2.2,0.0,1700.0,36.0,74.0,74.0,-4.233333333333333,1700.0
-5.2,1027.0,-18.6,0.8,0.0,1700.0,36.0,74.0,74.0,-4.666666666666666,1700.0
-7.9,1026.0,-17.3,0.0,0.0,1700.0,36.0,74.0,74.0,-5.966666666666666,1700.0
-8.6,1025.0,-16.3,0.8,0.0,1700.0,36.0,74.0,74.0,-7.233333333333332,1700.0
-5.1,1026.0,-16.3,0.8,0.0,1700.0,36.0,74.0,74.0,-7.199999999999999,1700.0
-2.2,1029.0,-17.9,1.6,0.0,1700.0,36.0,74.0,74.0,-5.3,1700.0
-1.6,1025.0,-17.8,0.5,0.0,1700.0,36.0,74.0,74.0,-2.9666666666666663,1700.0
0.1,1024.0,-17.2,1.1,0.0,1700.0,36.0,74.0,74.0,-1.2333333333333327,1700.0
0.3,1024.9,-19.5,3.8,0.0,1700.0,36.0,74.0,74.0,-0.39999999999999947,1700.0
2.8,1026.0,-19.9,2.6,0.0,1700.0,36.0,74.0,74.0,1.066666666666667,1700.0
2.2,1025.0,-20.4,3.4,0.0,1700.0,36.0,74.0,74.0,1.7666666666666673,1700.0
1.8,1028.0,-19.4,3.6,0.0,1700.0,36.0,74.0,74.0,2.266666666666667,1700.0
0.2,1024.0,-19.6,3.2,0.0,1700.0,36.0,74.0,74.0,1.4000000000000006,1700.0
0.4,1024.0,-19.4,2.9,0.0,1700.0,36.0,74.0,74.0,0.8000000000000006,1700.0
-0.1,1025.0,-19.9,2.7,0.0,1700.0,36.0,74.0,74.0,0.16666666666666727,1700.0
-0.2,1027.0,-20.0,2.4,0.0,1700.0,36.0,74.0,74.0,0.03333333333333393,1700.0
-0.8,1023.0,-21.0,4.6,0.0,1700.0,36.0,74.0,74.0,-0.3666666666666661,1700.0
-1.6,1024.0,-21.1,3.2,0.0,1700.0,36.0,74.0,74.0,-0.8666666666666661,1700.0
-2.2,1028.0,-20.6,4.4,0.0,1700.0,36.0,74.0,74.0,-1.5333333333333325,1700.0
-2.9,1027.0,-20.2,3.4,0.0,1700.0,36.0,74.0,74.0,-2.233333333333333,1700.0
-3.4,1022.0,-20.2,3.0,0.0,1700.0,36.0,74.0,74.0,-2.8333333333333326,1700.0
-3.8,1026.0,-20.1,4.0,0.0,1700.0,36.0,74.0,74.0,-3.366666666666666,1700.0
-4.2,1022.0,-20.5,2.7,0.0,1700.0,36.0,74.0,74.0,-3.7999999999999994,1700.0
-4.2,1023.0,-20.9,2.0,0.0,1700.0,36.0,74.0,74.0,-4.066666666666666,1700.0
-4.3,1025.0,-21.0,2.8,0.0,1700.0,36.0,74.0,74.0,-4.233333333333333,1700.0
-4.9,1020.0,-21.1,3.1,0.0,1700.0,36.0,74.0,74.0,-4.466666666666666,1700.0
-3.8,1023.0,-20.5,1.9,0.0,1700.0,36.0,74.0,74.0,-4.333333333333333,1700.0
-3.9,1021.0,-20.6,2.7,0.0,1700.0,36.0,74.0,74.0,-4.199999999999999,1700.0
-2.3,1025.0,-20.7,2.8,0.0,1700.0,36.0,74.0,74.0,-3.3333333333333326,1700.0
-2.4,1023.0,-20.3,0.7,0.0,1700.0,36.0,74.0,74.0,-2.866666666666666,1700.0
0.3,1021.0,-18.5,3.4,0.0,1700.0,36.0,74.0,74.0,-1.466666666666666,1700.0
0.9,1017.0,-18.5,1.4,0.0,1700.0,36.0,74.0,74.0,-0.3999999999999994,1700.0
0.8,1022.1,-20.9,3.2,0.0,1700.0,36.0,74.0,74.0,0.6666666666666673,1700.0
2.7,1016.0,-17.0,3.9,0.0,1700.0,36.0,74.0,74.0,1.4666666666666675,1700.0
2.7,1019.0,-17.0,3.6,0.0,1700.0,36.0,74.0,74.0,2.0666666666666678,1700.0
2.4,1017.0,-16.7,2.2,0.0,1700.0,36.0,74.0,74.0,2.600000000000001,1700.0
-0.3,1020.0,-16.2,1.4,0.0,1700.0,36.0,74.0,74.0,1.6000000000000008,1700.0
-0.2,1015.0,-18.4,2.2,0.0,1700.0,36.0,74.0,74.0,0.6333333333333341,1700.0
-0.5,1019.0,-18.2,2.1,0.0,1700.0,36.0,74.0,74.0,-0.3333333333333326,1700.0
-0.5,1017.0,-18.2,1.4,0.0,1700.0,36.0,74.0,74.0,-0.39999999999999925,1700.0
-0.9,1014.0,-17.6,2.2,0.0,1700.0,36.0,74.0,74.0,-0.6333333333333325,1700.0
-2.6,1016.0,-16.3,1.0,0.0,1700.0,36.0,74.0,74.0,-1.3333333333333326,1700.0
-3.7,1017.0,-13.7,1.3,0.0,1700.0,36.0,74.0,74.0,-2.399999999999999,1700.0
-3.9,1014.0,-13.8,0.7,0.0,1700.0,36.0,74.0,74.0,-3.399999999999999,1700.0
-4.7,1016.0,-13.3,1.1,0.0,1700.0,36.0,74.0,74.0,-4.099999999999999,1700.0
-3.2,1016.0,-12.9,0.9,0.0,1700.0,36.0,74.0,74.0,-3.933333333333333,1700.0
-3.9,1016.0,-12.8,0.9,0.0,1700.0,36.0,74.0,74.0,-3.933333333333333,1700.0
-5.5,1016.0,-12.3,1.2,0.0,1700.0,36.0,74.0,74.0,-4.199999999999999,1700.0
-6.0,1013.0,-12.1,1.4,0.0,1700.0,36.0,74.0,74.0,-5.133333333333333,1700.0
-5.9,1018.0,-12.8,1.3,0.0,1700.0,36.0,74.0,74.0,-5.8,1700.0
-6.6,1014.0,-12.5,0.6,0.0,1700.0,36.0,74.0,74.0,-6.166666666666667,1700.0
-6.6,1016.0,-11.9,1.0,0.0,1700.0,36.0,74.0,74.0,-6.366666666666666,1700.0
-2.9,1019.0,-10.0,0.4,0.0,1700.0,36.0,74.0,74.0,-5.366666666666666,1700.0
3.4,1018.0,-9.6,0.7,0.0,1700.0,36.0,74.0,74.0,-2.0333333333333328,1700.0
6.6,1015.0,-11.6,1.7,0.0,1700.0,36.0,74.0,74.0,2.366666666666667,1700.0
7.2,1015.0,-12.6,1.7,0.0,1700.0,36.0,74.0,74.0,5.733333333333334,1700.0
8.9,1012.0,-12.3,0.7,0.0,1700.0,36.0,74.0,74.0,7.566666666666667,1700.0
9.6,1014.0,-12.3,1.3,0.0,1700.0,36.0,74.0,74.0,8.566666666666666,1700.0
9.3,1016.0,-12.6,2.9,0.0,1700.0,36.0,74.0,74.0,9.266666666666667,1700.0
8.4,1017.0,-12.1,2.4,0.0,1700.0,36.0,74.0,74.0,9.100000000000001,1700.0
5.1,1016.0,-12.0,1.4,0.0,1700.0,36.0,74.0,74.0,7.6000000000000005,1700.0
0.8,1020.0,-10.1,0.9,0.0,1700.0,36.0,74.0,74.0,4.7666666666666675,1700.0
-0.5,1020.0,-8.2,1.7,0.0,1700.0,36.0,74.0,74.0,1.8000000000000005,1700.0
-1.2,1021.0,-10.1,1.4,0.0,1700.0,36.0,74.0,74.0,-0.2999999999999994,1700.0
-1.2,1022.0,-8.9,0.9,0.0,1700.0,36.0,74.0,74.0,-0.966666666666666,1700.0
-3.0,1017.0,-9.5,0.6,0.0,1700.0,36.0,74.0,74.0,-1.7999999999999996,1700.0
-3.9,1023.0,-9.7,0.8,0.0,1700.0,36.0,74.0,74.0,-2.6999999999999993,1700.0
-2.2,1021.0,-10.5,1.2,0.0,1700.0,36.0,74.0,74.0,-3.0333333333333328,1700.0
-2.8,1024.0,-9.5,0.8,0.0,1700.0,36.0,74.0,74.0,-2.9666666666666663,1700.0
-5.0,1022.0,-9.3,0.5,0.0,1700.0,36.0,74.0,74.0,-3.3333333333333326,1700.0
-5.7,1020.0,-9.1,0.0,0.0,1700.0,36.0,74.0,74.0,-4.499999999999999,1700.0
-3.6,1020.0,-9.2,1.2,0.0,1700.0,36.0,74.0,74.0,-4.766666666666667,1700.0
-3.2,1021.0,-10.5,1.0,0.0,1700.0,36.0,74.0,74.0,-4.166666666666666,1700.0
-3.5,1025.0,-10.8,0.7,0.0,1700.0,36.0,74.0,74.0,-3.433333333333333,1700.0
-6.1,1020.0,-9.6,0.9,0.0,1700.0,36.0,74.0,74.0,-4.266666666666667,1700.0
-6.6,1021.0,-9.3,1.3,0.0,1700.0,36.0,74.0,74.0,-5.399999999999999,1700.0
-1.8,1026.0,-9.7,1.3,0.0,1700.0,36.0,74.0,74.0,-4.833333333333333,1700.0
2.1,1020.0,-10.4,2.3,0.0,1700.0,36.0,74.0,74.0,-2.099999999999999,1700.0
4.0,1022.0,-10.9,2.1,0.0,1700.0,36.0,74.0,74.0,1.4333333333333338,1700.0
5.6,1015.5,-12.9,0.5,0.0,1700.0,36.0,74.0,74.0,3.9000000000000004,1700.0
7.4,1020.0,-11.9,1.7,0.0,1700.0,36.0,74.0,74.0,5.666666666666667,1700.0
